name,price,availability,warning,tax
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Can You Keep a Secret?,£21.94,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Twenties Girl,£42.80,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Undomestic Goddess,£45.75,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Nanny Diaries (Nanny #1),£52.53,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Edge of Reason (Bridget Jones #2),£19.18,In stock (1 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Murder of Roger Ackroyd (Hercule Poirot #4),£44.10,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Last Mile (Amos Decker #2),£54.21,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Time of Torment (Charlie Parker #14),£48.35,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
That Darkness (Gardiner and Renner #1),£13.92,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Tastes Like Fear (DI Marnie Rome #3),£10.69,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Study in Scarlet (Sherlock Holmes #1),£16.73,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Something Borrowed (Darcy & Rachel #1),£48.96,In stock (3 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
City of Glass (The Mortal Instruments #3),£56.02,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Searching for Meaning in Gailana,£38.73,In stock (13 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Star-Touched Queen,£32.30,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Shard of Ice (The Black Symphony Saga #1),£56.63,In stock (9 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
King's Folly (The Kinsman Chronicles #1),£39.61,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
In the Country We Love: My Family Divided,£22.00,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Will You Won't You Want Me?,£13.86,In stock (12 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Keep Me Posted,£20.46,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Grey (Fifty Shades #4),£48.49,In stock (11 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Meternity,£43.58,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Some Women,£13.73,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Murder in Time,£16.64,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Shopaholic Ties the Knot (Shopaholic #3),£48.39,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),£53.90,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Masks and Shadows,£56.40,In stock (16 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Hollow City (Miss Peregrine’s Peculiar Children #2),£42.98,In stock (15 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Hidden Oracle (The Trials of Apollo #1),£52.26,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Star-Touched Queen,£46.02,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Bane Chronicles (The Bane Chronicles #1-11),£44.73,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Island of Dragons (Unwanteds #7),£29.65,In stock (14 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
"Sit, Stay, Love",£20.90,In stock (7 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
A Girl's Guide to Moving On (New Beginnings #2),£31.30,In stock (5 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
The Perfect Play (Play by Play #1),£59.99,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
Dark Lover (Black Dagger Brotherhood #1),£12.87,In stock (4 available), This is a demo website for web scraping purposes. Prices and ratings here were randomly assigned and have no real meaning.,£0.00
