Address,Listing Title / Heading,postcode,Rent $ First Listed,Rent $ Per Month/Weak,Date Property Removed,Agency Name,Agent_address,listing_link,Contact Number,Features,Property Description
"Christian Terrace, Ripon",2 bedroom terraced house to rent,HG4,£650 pcm (£150 pw),£650 pcm (£150 pw),Unfurnished,Joplings - Ripon,"10 North Street, Ripon, HG4 1JY",https://www.onthemarket.com/details/8996663/, 01765 356935,"['Lounge', 'Modern Dining Kitchen', 'Utility Room', 'Two Bedrooms & Bathroom', 'Gas Central Heating', 'No Smokers, Pets Or DSS', 'Available Now', 'EPC - D']","['JoplingsaredelightedtoofferthiswellpresentedTwoBedroomMidTerracedpropertywhichiscentrallylocatedtothetownofRipon.Thepropertycomprisesof:Lounge,DiningKitchen,Utility,TwoBedroom,BathroomandPrivateCourtyardtotherear.NoSmokersorPets.AvailableNow.EPC-D','Directions','-FromJoplingsofficeonNorthStreetproceedtowardstheClockTowerandtakethelefthandturninbetweentheNewsagentsandtheWhiteHorsePub.ChristianTerraceisthesecondterraceonthelefthandside.Number10canbeidentifiedbyagentsboard.','SittingRoom','-11\'4""x11\'00""-Sashwindowtofront.Radiator.Basestoragecupboardseithersideofchimneybreastwithrecessedstoragearea.','InnerHallway','-Stairsleadingtofirstfloor.','DiningKitchen','-11\'5""x10\'8""-Doubleglazedwindowtorear.Radiator.Understairstoragecupboard.Arangeofbase,wallanddraweruntilwithcoordinatingworktopsandsplashbacks.Integrated11/2bowlsinkwithdrainer.Gashob,electricdoublefanassistedoven.Spaceforfridge/freezer.','UtilityRoom','-9\'2""x4\'10""-Doubleglazedwindowtotherear.1/2glazedUPVCdoortothesideleadingtotherearyard.Plumbingforwashingmachine.Wallmountedboiler.Worktop.','FirstFloor','-','Landing','-Accesstoloft.','BedroomOne','-11\'4""x11\'0""-Sashwindowtothefront.Covedceiling.Radiator.Castironfeaturefireplace.Built-instoragecupboard/shelves.','BedroomTwo','-10\'10""x5\'7""-Doubleglazedwindowtorear.Radiator.TelephonePoint.Storagecupboard.','Bathroom','-7\'7""x5\'5""-Doubleglazedfrostedwindowtorear.Threepiecewhitebathroomsuitecomprisingpanelledbathwithshowerover,lowlevelWC,pedestalwashhandbasin.Chromeeffectheatedtowelrail.','Outside','-Enclosedrearcourtyardwithaccessleadingtorearlane.','AdditionalInformation','-ThetenantwillberesponsibleforCouncilTaxandUtilityBills.','Tenancy','-Thecompletionandsubmissionofanapplicationformdoesnotguaranteetheofferoftenancy,thisissubjecttosatisfactoryreferencesbeingobtained.UnfortunatelyJoplingsareunabletoacceptapplicationsfromhousingbenefitapplicantsandpeoplewhoarenotemployed.AdepositequivalenttoonemonthsrentispayablebeforethecommencementoftheTenancy.Thefirstmonthsrentanddepositmustbepaidbeforewewillreleasethekeystotheproperty.Wedonothavefacilitiestotakedebitorcreditcards,andpersonalchequesarenotacceptabletherefore,allpaymentsmustbemadeincashorbybankersdraftmadepayabletoJoplings.Applicantsshouldbeawarethatinordertosatisfythecriteriaofourreferenceagencyyourgrossincomeshouldbe2.5timesthemonthlyrentandyoumustbeinpermanentemployment.InadditionyoumusthavebeenresidentintheUKforaminimumofsixmonths.','Viewings','-AllviewingsarestrictlybyappointmentthroughJoplingsEstateAgents,pleasecontacttheRiponofficeat10NorthStreet,Ripon,NorthYorkshire.HG41HD.Telephone:[useContactAgentButton].','OpeningHours','-Monday-Friday9.00a.m-5.30p.m','Saturday9.00a.m-1.00p.m','SundayClosed','']"
"Market Place, Masham",2 bedroom flat to rent,HG4,£575 pcm (£133 pw),£575 pcm (£133 pw),Available now,Joplings - Ripon,"10 North Street, Ripon, HG4 1JY",https://www.onthemarket.com/details/8996661/, 01765 356935,"['Spacious First & Second Floor Maisonette', 'Located on Masham Market Square', 'Two Double Bedrooms', 'Shared Courtyard', 'Pets By Negotiation', 'Available May', 'EPC - D']","['ADeceptivelySpacious,First&SecondFloorMaisonetteSituatedoffthePicturesqueMashamMarketSquare.AccommodationComprisesof;PrivateEntrance,LargeEntranceHall/StudyArea,InnerHallway,LargeLivingRoom&DiningKitchen.UpstairsthereareTwoDoubleBedrooms&HouseBathroom.OutsidethereisaSharedEnclosedCourtyard&FreeParkingontheMarketSquare.NoSmokers/DSS.PetsByNegotiation.AvailableAugust2020.EPC-D.','Directions','-FromJoplingsofficeproceeddownNorthStreettotheclocktower,thenturnleftupPlaceRoad.TaketheA6108toMasham.OnenteringMashamoverthebridgeproceedalongTheAvenueandturnleftontoSilverStreet.ParkonMashammarketsquareandwalktotherearofthepharmacynexttotheBorderHouseTeas.Proceedthroughthewoodengreengatetotherightofthebusshelter,throughthecourtyardandwheretheflatcanbelocatedupthestonessteps.','LargeEntranceHall',""-13'03x9'08-Woodenentrancedoortorear.Laminateeffectflooring.Electricstorageheater.Stepsupto;"",'InnerHall',""-6'08x9'07-Beigecarpet.Electricstorageheater.Builtincupboardhousinghotwatercylinder..Beam.Smokealarm.Staircasetosecondfloor."",'LivingRoom',""-23'07x10'03-Laminateeffectflooring.Twosingleglazedwoodensashwindowstofrontwithpicturesqueviewsoverthemarketplace.Curtains.Electricstorageheater&electricwallheater.Beams.BT&TVpoint.Builtincupboardwithshelving."",'DiningKitchen',""-14'05x10'06-Linoflooring.DoubleglazedUPVSwindowtorearwithblind.Arangeofbaseunits,cupboards&drawerswithco-ordinatingworktops&whitetiledsplashback.Stainlesssteelsink&drainer.Brushedchrome,builtin,electrichob&oven.Plumbingforwasher.Wallextractor.Beam."",'Staircase&Landing',""-3'06x6'08-Beigecarpet.Ironhandrails.Meter&fuseboxcupboard.Electricstorageheater.Lofthatch(notchecked).Smokealarm.Beam."",'BedroomOne',""-25'06x11'03-Beigecarpet.Twodoubleglazedwindowtofront.Onepairofcurtains.BTpoint.Electricstorageheater&electricwallheater.Beams."",'BedroomTwo',""-12'07x10'05-Beigecarpet.Electricwallheater.DoubleglazedUPVCwindowtorear.Beam."",'Bathroom',""-9'07x6'06-Linoflooring.Whitesuitecomprisingof;acrylicbath,ceramicbasin&WCwithpushflush.Whitetiledsplashbacks.Wallextractor.Beam."",'Outside','-Enclosed,walled&pavedcourtyardsharedwithcommercialpremisesbelow.Stonesstepstoflatentrance.','AdditionalInformation','-ThetenantwillberesponsibleforCouncilTaxandUtilityBills.CounciltaxbandB.','Tenancy','-Thecompletionandsubmissionofanapplicationformdoesnotguaranteetheofferoftenancy,thisissubjecttosatisfactoryreferencesbeingobtained.UnfortunatelyJoplingsareunabletoacceptapplicationsfromhousingbenefitapplicantsandpeoplewhoarenotemployed.AdepositequivalenttoonemonthsrentispayablebeforethecommencementoftheTenancy.Thefirstmonthsrentanddepositmustbepaidbeforewewillreleasethekeystotheproperty.Wedonothavefacilitiestotakedebitorcreditcards,andpersonalchequesarenotacceptabletherefore,allpaymentsmustbemadeincashorbybankersdraftmadepayabletoJoplings.Applicantsshouldbeawarethatinordertosatisfythecriteriaofourreferenceagencyyourgrossincomeshouldbe2.5timesthemonthlyrentandyoumustbeinpermanentemployment.InadditionyoumusthavebeenresidentintheUKforaminimumofsixmonths.AlltenantsmustnowprovideuswiththenecessaryinformationinordertosatisfytheRighttoRentchecksinlinewiththeImmigrationAct2014.Wewillrequirealloccupants(overtheageof18&residingattheproperty)tovisitourofficealongwithyourpassportwithin28daysofthetenancycommencing.Ifforanyreasonyouareunabletoprovideyourpassportthenpleasecontacttheofficetodiscussalternatives.IfyourequireaVISAtoresideintheUKoraworkpermitthenpleasebringthiswithyou.Withoutthisinformationwewillbeunabletocommenceanytenancy.','Viewings','-AllviewingsarestrictlybyappointmentthroughJoplingsEstateAgents,pleasecontacttheRiponofficeat10NorthStreet,Ripon,NorthYorkshire,HG41JY.Telephone:[useContactAgentButton].','OpeningHours','-Monday-Friday:9.00a.m-5.30p.m','Saturday:9.00a.m-1.00p.m','Sunday:Closed','']"
"Franklin Mount, Harrogate, North Yorkshire, HG1",1 bedroom apartment to rent,HG1,£699 pcm (£161 pw),£699 pcm (£161 pw),Availability date: 1 Oct 2020,YPP - Leeds,"YPP House, 6 Blenheim Terrace, Leeds, West Yorkshire, LS2 9HZ",https://www.onthemarket.com/details/8320208/, 0113 482 9603,"['Available 1st October', 'Smart TV included', 'Town centre location', 'Close to train station', 'Modern kitchen']","['Contemporaryone-bedroomapartmentsituatedinanattractiveoldstonebuildingonFranklinMount,HG1.Justa3-minutewalktoHarrogateTownCentreandTrainStation.Availablefrom1stOctober2020.','\rModernone-bedroomapartmentsituatedinanattractiveoldstonebuildingonFranklinMount,HG1.TheapartmentiswithineasyreachoftheamenitiesofHarrogatetowncentreandthetrainstation.','Locatedacrossthefirstfloor,thefully-furnishedapartmentincludesagenerouslysizedopen-planlivingareawhichcomescompletewithwall-mountedTV,alargesofa,adiningtablewithchairsalongwithamodernfittedkitchenandappliances,includingafridge-freezer,washer-dryer,ovenandelectrichob.Thespaciousdoublebedroomincludesabuilt-inwardrobe,bedsidetables,studydeskandchair.Thebedroomalsobenefitsfromanen-suitefully-tiledshowerroom.','Parking:Alimitednumberofparkingspacesareavailableatasmalladditionalfee.','Availability:Thisapartmentisavailablefrom1stOctober2020.','Viewing:Pleasecallandspeaktooneofourexperiencedlettingsconsultants.','Furtherinformation:PavilionHouseisarecentlyrenovateddevelopmentsituatedonFranklinMount,HG1.ManagedexclusivelybyYPP,thebuildingcompriseseightunits,rangingfromone-tothree-bedroomapartments.JustafewhousesdownfromTheOdeonCinemaanda3-minutewalktoHarrogateTrainStationandTownCentre,itisperfectforanyonewantingtobeintheheartofHarrogate.','F5PH','Ref:YOR190225']"
"GRAINGER ROW, LOW MILL ESTATE, RIPON, HG4 1NX",2 bedroom end of terrace house to rent,HG4,£650 pcm (£150 pw),£650 pcm (£150 pw),Available now,Linley & Simpson - Ripon,"9-11 Old Market Place, Ripon, HG4 1EQ",https://www.onthemarket.com/details/7500146/, 01765 356939,"['TWO BEDROOM END MEWS', 'LARGE GARDEN', 'SPACIOUS BREAKFAST KITCHEN', 'LOUNGE WITH ELECTRIC FIRE', 'ELECTRIC HEATING', 'NO PETS']","['ThiswellpresentedTwoBedroomEndMewsHouseislocatedclosetoRiponCityCentreandhaseaseofaccesstotheA1MandHarrogate.ThepropertyisavailableUnfurnishedandbrieflycomprises:Entrancehall,loungewithelectricfire,breakfastkitchenwitharangeofbaseandwallunits,includingcookerandaccesstothereargarden.Tothefirstfloorthereisadoublebedroom,largesecondbedroomandhousebathroomwithathreepiecewhitesuiteincludingshoweroverthebath.Thepropertybenefitsfromelectricheatingandexternallythereisoffstreetparkingandalargereargardenwithpatioandlawnedarea.SORRYNOPETS','Deposit:£745EnergyEfficiencyRating:D']"
"Belmont Road, Harrogate, North Yorkshire, HG2 0LR",1 bedroom apartment to rent,HG2,£550 pcm (£127 pw),£550 pcm (£127 pw),Availability date: 28 Aug 2020,Lentin Smith - Harrogate,"Regent House, 13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/3238787/, 0800 047 5550,"['Gas central heating', 'Built in oven and hob', 'Modern fixtures and fittings', 'Off street parking', 'Near to local amenities', 'Spacious living area']","['Wellmaintainedonebedroom,groundfloorapartmentinasought-afterlocationwithanabundanceoflocalamenitiesandonlyashort5minutewalktothevibranttowncentreofHarrogate,knownforitsstylishrestaurants,shopsandbars.Benefitsfrommodernbathroom,reargroundfloorentrance,spaciouslivingareaandgascentralheating.','Thispropertybenefitsfromtwocommunalentrances;onetothefrontandonetotherearoftheproperty.Thereisoneoffstreetcarparkingspacewhichisusedonafirstcomefirstservebasis.','Thisunfurnishedpropertyisaccessedviaawellmaintainedcommunalentrancearealeadingontoaspaciousopenplanlounge,whichprovidesanampleamountofspacesuitableforadining.Locatedofftheloungeisagalleykitchendecoratedwithneutraltonesandmodernfixturesandfittings.Italsobenefitsfromabuiltinovenandhobwhilstaccommodatingspaceforotherappliances.Thedoublebedroomfacestherearofthepropertywhichboastsafeaturedwallpaperandfreshneutralcolourtones.Leadingofffromhereisamodernandrecentlyfittedensuitewithbasin,WCandshowercubical.','LentinSmithLetting&PropertyManagement(LentinSmith).(...)hascalculatedthepriceperweekforcomparisonpurposesonly.','Themethodweuseforcalculatingtheweeklypriceis:(monthlypricex12)/52,roundedtothenearestpound.','Lettingfeesinformation','Feesmayapply','LentinSmithisamemberofTheDepositProtectionService(DPS)','TheDepositProtectionService','ThePavilions','BridgwaterRoad','Bristol','BS996AA','Redress:PropertyOmbudsmanD8873','LentinSmithispartofCMProtectLimitedClientMoneyProtectionScheme','PERMITTEDPAYMENTS','Wemaychargeatenantanyorallofthefollowingwhenrequired:','*Therent','*Asecuritydepositofamaximumof5weeksrent,or6weeksonapropertywithrentover£50,000peryear;','*Aholdingdepositofnomorethanoneweeks´rent;','*Interestforlatepaymentofrentequatingto3%aboveTheBankofEnglandBaseRate;','*Reasonablechargesforlostkeysorsecurityfobs;','*Paymentsassociatedwithcontractvariation,at£50orreasonablecostsincurredifhigher,whenrequestedbythetenant;','*Paymentsassociatedwithearlyterminationofthetenancy,whenrequestedbythetenant;and','*Paymentsinrespectofbills-utilities,communicationservices,TVlicence,counciltaxandgreendealorotherenergyefficiencycharges.','Feesapplyingtoallpre-existingtenanciesenteredbefore1stJune2019','Weshallcontinuetoapplythechargeswithintheexistingtenancyagreementuntil31stMay2020.']"
"Montpellier Street, Harrogate, North Yorkshire, HG1 2TQ",2 bedroom apartment to rent,HG2,£995 pcm (£230 pw),£995 pcm (£230 pw),Available now,Lentin Smith - Harrogate,"Regent House, 13-15 Albert Street, Harrogate, HG1 1JX",https://www.onthemarket.com/details/2967060/, 0800 047 5550,"['Located in the Heart of Harrogate', 'Spacious Living Area', 'Balcony Over Looking Picturesque Cobbled Streets', 'Fully Fitted Kitchen', 'Built in Storage', 'Designated Parking', 'Two Good-Sized Bedrooms', 'Newly fitted Bathroom']","['AnimpressivetwobedroomduplexupperfloorapartmentwithtwoprivateparkingspaceslocatedinthesoughtafterareaofMontpellierQuarter.SetwithintheheartofHarrogate,thepropertybenefitsfrombeingsurroundedbyexclusiveshopsandboutiques,pavementcafes,barsandawardwinningrestaurants.ThepropertyisprivilegedtohaveitsownprivatedesignatedparkingspacesandabeautifuldeckedbalconywhichoverlooksthispicturesquepartofHarrogate.','Thisspaciousapartmentisaccessedviaaprivateentrancehallwithstorageandawidestaircaseleadingtothefirstfloor.Leadingfromthefirstfloorlandingisalargeliving/diningroomthatcouldsuitavarietyoflivingarrangements.TheroomhasafeatureelectricfireplaceandstunningbalconyoverlookingthebeautifulMontpellierQuarter.','FullyfittedkitchenwithbuiltinNeffsingleoven,Neffmicrowave,brandnewwashingmachineandfullsizedishwasher.Tallfreestandingfridge,gasfourringhobandamplestoragewallandfloorunits.FirstfloorW/C.','Tothesecondflooristhemasterbedroom,neutrallydecoratedwithplentifulbuiltinwardrobes.Asecondneutrallydecoratedbedroomwithskylightwindow,builtinstorageunitsandsinkunit.NEWLYREFURBISHEDhousebathroomwithaskylightwindowwithbathtubundernath,largewalk-inshower,modernwashbasinwithvanityunit,andW.C.Totherearofthepropertyisoffstreetparking.','PricingInformation','ThispropertyismarketedbyLentinSmithLetting&PropertyManagement(LentinSmith).(...)hascalculatedthepriceperweekforcomparisonpurposesonly.','Themethodweuseforcalculatingtheweeklypriceis:(monthlypricex12)/52,roundedtothenearestpound.','Lettingfeesinformation','Feesmayapply','LentinSmithisamemberofTheDepositProtectionService(DPS)','TheDepositProtectionService','ThePavilions','BridgwaterRoad','Bristol','BS996AA','Redress:PropertyOmbudsmanD8873','LentinSmithispartofCMProtectLimitedClientMoneyProtectionScheme','PERMITTEDPAYMENTS','Wemaychargeatenantanyorallofthefollowingwhenrequired:','*Therent','*Asecuritydepositofamaximumof5weeksrent,or6weeksonapropertywithrentover£50,000peryear;','*Aholdingdepositofnomorethanoneweeks´rent;','*Interestforlatepaymentofrentequatingto3%aboveTheBankofEnglandBaseRate;','*Reasonablechargesforlostkeysorsecurityfobs;','*Paymentsassociatedwithcontractvariation,at£50orreasonablecostsincurredifhigher,whenrequestedbythetenant;','*Paymentsassociatedwithearlyterminationofthetenancy,whenrequestedbythetenant;and','*Paymentsinrespectofbills-utilities,communicationservices,TVlicence,counciltaxandgreendealorotherenergyefficiencycharges.','Feesapplyingtoallpre-existingtenanciesenteredbefore1stJune2019','Weshallcontinuetoapplythechargeswithintheexistingtenancyagreementuntil31stMay2020.']"
"Leeds Road, Harrogate, HG2",2 bedroom flat to rent,HG2,£725 pcm (£167 pw),£725 pcm (£167 pw),Availability date: 7 Sep 2020,Belvoir - Harrogate,"3 Princes Square, Harrogate, North Yorkshire, HG1 1ND",https://www.onthemarket.com/details/9004121/, 01423 578239,"['Modern kitchen with appliances', 'Two double bedrooms', 'Fully tiled bathroom with bath & shower', 'Off street parking']","['Awellpresented&spacioustwobedroomtopfloorflatsituatedinagreatpositionwithinwalkingdistanceoftowncentreandnexttotheStray.*OFFSTREETPARKINGSPACE*','Thepropertyhasaprivateoffstreetparkingspaceandcomprises-','Entrancehallwithdoorentrytelephoneandusefulbuiltinstoragecupboards',""Goodsizelivingroom16'x13'withdcorfireplace"",'Modernkitchenwithwoodflooring,beechunits,oven,gashob,fridgeandwashingmachine','Fullytiledbathroomwithbath&shower',""Doublebedroom13'x12'withbuiltinwardrobesandniceviewsoverRoyalCrescent"",""Seconddoublebedroom12'x10'withbuiltinwardrobes"",'Combiboiler','CounciltaxbandB.EPCD','*NoPets*','']"
"Victoria Road, Harrogate, HG2",1 bedroom flat to rent,HG2,£625 pcm (£144 pw),£625 pcm (£144 pw),Available now,Belvoir - Harrogate,"3 Princes Square, Harrogate, North Yorkshire, HG1 1ND",https://www.onthemarket.com/details/9026528/, 01423 578239,"['Newly decorated', 'Views over montpellier stray', 'Close to outside space', 'Superb position near town']","['*DEPOSITTAKEN*Awellpresentedonebedroomtopfloorflatlocatedinasuperbpositionminutesfromthetowncentre.*NEWLYDECORATED*','Thepropertyhasbeennewlydecoratedandfeatures-','Entrancehallwaywithdoorentryphone','Goodsizelivingroom15\'x14\'9""withelectricfire,viewsovertheMontpellierStrayandutilitycupboardwithplumbingforawashingmachine.','Kitchenwithwhitewoodeffectunits,doublecooker/electrichob','Goodsizedoublebedroom12\'9""x13\'10""withdcorfireplace&builtincupboard','Bathroomwithbath&shower','Newblindsinlivingroom&bedroom','Combiboiler','Veryclosetooutsidespace','CounciltaxbandA.EPCD','*Nopets*','']"
"Valley Drive, Harrogate",2 bedroom apartment to rent,HG2,£660 pcm (£152 pw),£660 pcm (£152 pw),Availability date: 1 Sep 2020,homes4harrogate - Harrogate,"First Floor, 4 John Street, Harrogate, HG1 1JZ",https://www.onthemarket.com/details/9013460/, 01423 578847,"['Views Over The Valley Gardens', 'Within Walking Distance Of The Town Centre', 'Modern Fitted Kitchen With Integrated Appliances', 'House Bathroom With Shower Over Bath', 'Double Glazing And Modern Electric Heating', 'Shared Parking To The Rear', 'Neutrally Decorated Throughout']","['ThistwobedroomsecondfloorapartmentisideallysituatedinthisattractivebuildingoverlookingtheValleyGardensandwithinclosewalkingdistanceofHarrogatetowncentrewithitsexcellentselectionofbars,restaurantsandthetrainandbusstation.','Thepropertyhasundergonerecentrefurbishmentandbrieflycomprisesof;hallwaywithvideoentrysystem,modernopenplanlivingkitchenwithoakflooring,graniteworksurfaces,integrateddishwasher,washerdryer,fridge,electricovenandhobwithanextractorhoodover.Twodoublebedroomsandhousebathroomwithshoweroverbath.','Theapartmenthasbeenneutrallydecoratedthroughoutandbenefitsfromdoubleglazingandmodernelectricheating.','EPCRating-D','CouncilTaxBand-B','SorryNoPets','']"
"Knaresborough Road, Harrogate, North Yorkshire",2 bedroom apartment to rent,HG2,£799 pcm (£184 pw),£799 pcm (£184 pw),Availability date: 20 Sep 2020,Beadnall Copley - Harrogate,"8 Albert Street, Harrogate, HG1 1JG",https://www.onthemarket.com/details/9039516/, 01423 578946,[],"['AmoderntwobedroomedfirstfloorapartmentservicedbyexcellentlocalamenitiesandclosetothetowncentreofHarrogate.Generousopenplanlivingroomandkitchen.Communalgardens,offstreetparking.Unfurnished.','Abeautifullyproportionedfirstfloortwobedroomapartmentrevealingstylishlyappointedaccommodationandsetwithinamodernapartmentblock,convenientlylocatedandnewlyrenovated.','Setback,awayfromthemainroadandwithnoimmediateneighbours,thepropertybrieflycomprises:','Entrancehallleadingtoallroomswithusefulstorecupboard,aspaciousopenplankitchen/livingroomwithcontemporaryfittings,houseshowerroom,masterbedroomwithen-suiteshowerroomandamplefittedstorage,andafurtherdoublebedroom.Additionallythepropertyoffersalargeloftstoragespace.','Externally,thepropertybenefitsfromoneallocatedunder-croftparkingspace.','Partfurnished','Nopets,smokersorDHSSconsidered.','Thepropertyoccupiesadelightfulpositioninthisprominentbuildingwellservicedbyexcellentlocalamenities,forthoserequiringfurther,thetowncentreofHarrogateisonlyashortdistanceawaywhichhostsarangeofshops,bars,restaurants,schoolingforallagegroupsandotherleisurefacilities.Thepropertyisideallyplacedforthecommuteraseaseofaccesscanbegainedontoallmajorroadandrailnetworkswhichleadtothelargerfinancialcentreswithinourregion.',""Directions:ProceedalongStationParadetothetrafficlightsadjoiningYorkPlace.TurnleftontoYorkPlaceandproceedtotheEmpressroundabout.TakeyoursecondexitontoKnaresboroughRoadwheretheapartmentwillbeidentifiedbyour'ToLet'boardonthelefthandsidejustaftertheparadeofshops."",'Deposit:£920.00','EPC-C','']"
